Service Name,Port Number,Transport Protocol,Description,Assignee,Contact,Registration Date,Modification Date,Reference,Service Code,Unauthorized Use Reported,Assignment Notes
dns-llq,5352,tcp,DNS Long-Lived Queries,[Stuart_Cheshire],[Stuart_Cheshire],2005-08,2019-08-26,[RFC8764],,,
mdns,5353,tcp,Multicast DNS,[IESG],[IETF_Chair],,,[RFC6762],,,
mdnsresponder,5354,tcp,Multicast DNS Responder IPC,[Stuart_Cheshire_3],[Stuart_Cheshire_3],2004-06,,,,,
llmnr,5355,tcp,LLMNR,[Bernard_Aboba],[Bernard_Aboba],2004-06,,,,,
ms-smlbiz,5356,tcp,Microsoft Small Business,[Gopikrishna_Sandra],[Gopikrishna_Sandra],2005-02,,,,,
wsdapi,5357,tcp,Web Services for Devices,[Henry_Rawas],[Henry_Rawas],2005-08,,,,,
wsdapi-s,5358,tcp,WS for Devices Secured,[Henry_Rawas],[Henry_Rawas],2005-08,,,,,
ms-alerter,5359,tcp,Microsoft Alerter,[Marc_McClure],[Marc_McClure],2007-08-07,,,,,
ms-sideshow,5360,tcp,Protocol for Windows SideShow,[Dan_Polivy],[Dan_Polivy],2008-03-12,,,,,
ms-s-sideshow,5361,tcp,Secure Protocol for Windows SideShow,[Dan_Polivy],[Dan_Polivy],2008-03-12,,,,,
serverwsd2,5362,tcp,Microsoft Windows Server WSD2 Service,[Erhan_Soyer_Osman],[Erhan_Soyer_Osman],2008-03-26,,,,,
net-projection,5363,tcp,Windows Network Projection,[Rob_Williams],[Rob_Williams],2009-02-17,,,,,
kdnet,5364,udp,Microsoft Kernel Debugger,[Microsoft_Corporation_4],[Joe_Ballantyne],2013-06-16,,,,,
,5365-5396,,Unassigned,,,,,,,,
stresstester,5397,tcp,StressTester(tm) Injector,[Graham_Parsons],[Graham_Parsons],2005-08,,,,,
elektron-admin,5398,tcp,Elektron Administration,[Chris_Hawk],[Chris_Hawk],2005-08,,,,,
securitychase,5399,tcp,SecurityChase,[Daisuke_Shinomiya],[Daisuke_Shinomiya],2005-08,,,,,
excerpt,5400,tcp,Excerpt Search,[John_Hinsdale],[John_Hinsdale],,,,,,
excerpts,5401,tcp,Excerpt Search Secure,[John_Hinsdale],[John_Hinsdale],,,,,,
mftp,5402,tcp,OmniCast MFTP,[Steve_Bannister],[Steve_Bannister],,,,,,
hpoms-ci-lstn,5403,tcp,HPOMS-CI-LSTN,[Harold_Froehling],[Harold_Froehling],,,,,,
hpoms-dps-lstn,5404,tcp,HPOMS-DPS-LSTN,[Harold_Froehling],[Harold_Froehling],,,,,,
netsupport,5405,tcp,NetSupport,[Paul_Sanders_2],[Paul_Sanders_2],,,,,,
systemics-sox,5406,tcp,Systemics Sox,[Gary_Howland],[Gary_Howland],,,,,,
foresyte-clear,5407,tcp,Foresyte-Clear,[Jorge_Aldana],[Jorge_Aldana],,,,,,
foresyte-sec,5408,tcp,Foresyte-Sec,[Jorge_Aldana],[Jorge_Aldana],,,,,,
salient-dtasrv,5409,tcp,Salient Data Server,[Richard_Farnham],[Richard_Farnham],,,,,,
salient-usrmgr,5410,tcp,Salient User Manager,[Richard_Farnham],[Richard_Farnham],,,,,,
actnet,5411,tcp,ActNet,[Simon_Robillard],[Simon_Robillard],,,,,,
continuus,5412,tcp,Continuus,[Steven_Holtsberg],[Steven_Holtsberg],,,,,,
wwiotalk,5413,tcp,WWIOTALK,[Roger_Knobbe],[Roger_Knobbe],,,,,,
statusd,5414,tcp,StatusD,[Stephen_Misel_2],[Stephen_Misel_2],,,,,,
ns-server,5415,tcp,NS Server,[Jeffrey_Chiao],[Jeffrey_Chiao],,,,,,
sns-gateway,5416,tcp,SNS Gateway,[Mary_Holstage],[Mary_Holstage],,,,,,
sns-agent,5417,tcp,SNS Agent,[Mary_Holstage],[Mary_Holstage],,,,,,
mcntp,5418,tcp,MCNTP,[Heiko_Rupp],[Heiko_Rupp],,,,,,
dj-ice,5419,tcp,DJ-ICE,[Don_Tyson_2],[Don_Tyson_2],,,,,,
cylink-c,5420,tcp,Cylink-C,[John_Jobe],[John_Jobe],,,,,,
netsupport2,5421,tcp,Net Support 2,[Paul_Sanders],[Paul_Sanders],,,,,,
salient-mux,5422,tcp,Salient MUX,[Richard_Farnham],[Richard_Farnham],,,,,,
virtualuser,5423,tcp,VIRTUALUSER,[Chad_Williams],[Chad_Williams],,,,,,
beyond-remote,5424,tcp,Beyond Remote,[Michael_Berg],[Michael_Berg],2004-11,,,,,
br-channel,5425,tcp,Beyond Remote Command Channel,[Michael_Berg],[Michael_Berg],2005-08,,,,,
devbasic,5426,tcp,DEVBASIC,[Curtis_Smith],[Curtis_Smith],,,,,,
sco-peer-tta,5427,tcp,SCO-PEER-TTA,[Andrew_Shire],[Andrew_Shire],,,,,,
telaconsole,5428,tcp,TELACONSOLE,[Joseph_M_Newcomer],[Joseph_M_Newcomer],,,,,,
base,5429,tcp,Billing and Accounting System Exchange,[Odo_Maletzki],[Odo_Maletzki],,,,,,
radec-corp,5430,tcp,RADEC CORP,[David_Chell],[David_Chell],,,,,,
park-agent,5431,tcp,PARK AGENT,[John_Clifford],[John_Clifford],,,,,,
postgresql,5432,tcp,PostgreSQL Database,[Tom_Lane],[Tom_Lane],,,,,,
pyrrho,5433,tcp,Pyrrho DBMS,[Malcolm_Crowe],[Malcolm_Crowe],2005-11,,,,,
sgi-arrayd,5434,tcp,SGI Array Services Daemon,[Karl_Feind],[Karl_Feind],2005-10,,,,,
sceanics,5435,tcp,SCEANICS situation and action notification,[Richard_Olsen],[Richard_Olsen],,,,,,
,5436,tcp,Reserved,,,,,,,,
,5437,tcp,Reserved,,,,,,,,
,5438-5442,,Unassigned,,,,,,,,
spss,5443,tcp,Pearson HTTPS,[Pearson],[Pearson],2008-01-17,,,,,
,5444,,Unassigned,,,,,,,Known UNAUTHORIZED USE: Port 5444,
smbdirect,5445,tcp,Server Message Block over Remote Direct Memory Access,[Microsoft_Corporation_2],[Tom_Talpey],2012-03-15,,,,,
,5446-5449,,Unassigned,,,,,,,,
tiepie,5450,tcp,TiePie engineering data acquisition,[TiePie_engineering],[Reinder_Feenstra],2016-04-01,,,,,
,5451-5452,,Unassigned,,,,,,,,
surebox,5453,tcp,SureBox,[Emin_BORU],[Emin_BORU],2004-11,,,,,
apc-5454,5454,tcp,APC 5454,[American_Power_Conve],[American_Power_Conve],,,,,,
apc-5455,5455,tcp,APC 5455,[American_Power_Conve],[American_Power_Conve],,,,,,
apc-5456,5456,tcp,APC 5456,[American_Power_Conve],[American_Power_Conve],,,,,,
,5457-5460,,Unassigned,,,,,,,,
silkmeter,5461,tcp,SILKMETER,[Klaus_Fellner],[Klaus_Fellner],,,,,,
ttl-publisher,5462,tcp,TTL Publisher,[Peter_Jacobs],[Peter_Jacobs],,,,,,
ttlpriceproxy,5463,tcp,TTL Price Proxy,[Peter_Jacobs],[Peter_Jacobs],,,,,,
quailnet,5464,tcp,Quail Networks Object Broker,[Craig_N_Bissell],[Craig_N_Bissell],2006-04,,,,,
netops-broker,5465,tcp,NETOPS-BROKER,[John_R_Deuel],[John_R_Deuel],,,,,,
,5466-5469,,Unassigned,,,,,,,,
apsolab-col,5470,tcp,The Apsolab company's data collection protocol (native api),[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
apsolab-cols,5471,tcp,The Apsolab company's secure data collection protocol (native api),[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
apsolab-tag,5472,tcp,The Apsolab company's dynamic tag protocol,[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
apsolab-tags,5473,tcp,The Apsolab company's secure dynamic tag protocol,[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
apsolab-rpc,5474,udp,The Apsolab company's status query protocol,[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
apsolab-data,5475,tcp,The Apsolab company's data retrieval protocol,[Apsolab_Inc],[Jean-Francois_Gauthier],2014-11-10,,,,,
,5476-5499,,Unassigned,,,,,,,,
fcp-addr-srvr1,5500,tcp,fcp-addr-srvr1,[Ken_Wittmer],[Ken_Wittmer],,,,,,
fcp-addr-srvr2,5501,tcp,fcp-addr-srvr2,[Ken_Wittmer],[Ken_Wittmer],,,,,,
fcp-srvr-inst1,5502,tcp,fcp-srvr-inst1,[Ken_Wittmer],[Ken_Wittmer],,,,,,
fcp-srvr-inst2,5503,tcp,fcp-srvr-inst2,[Ken_Wittmer],[Ken_Wittmer],,,,,,
fcp-cics-gw1,5504,tcp,fcp-cics-gw1,[Ken_Wittmer],[Ken_Wittmer],,,,,,
checkoutdb,5505,tcp,Checkout Database,[Dirk_Stoop],[Dirk_Stoop],2007-04,,,,,
amc,5506,tcp,Amcom Mobile Connect,[Aaron_Fracht_Monroe],[Aaron_Fracht_Monroe],2010-06-03,,,,,
psl-management,5507,tcp,PowerSysLab Electrical Management,[PowerSysLab],[Lucas_Lorensi],2015-07-20,,,,,
,5508-5539,,Unassigned,,,,,,,,
matter,5540,tcp,Matter Operational Discovery and Communi,[Connectivity_Standards_Alliance],[Aron_Rosenberg],2021-07-16,,,,,
,5541-5549,,Unassigned,,,,,,,,
cbus,5550,tcp,Model Railway control using the CBUS message protocol,[MERG],[Pete_Brownlow],2017-01-03,,,,,
,5551-5552,,Unassigned,,,,,,,,
sgi-eventmond,5553,tcp,SGI Eventmond Port,[Andrei_Vilkotski],[Andrei_Vilkotski],2003-06,,,,,
sgi-esphttp,5554,tcp,SGI ESP HTTP,[Vladimir_Legalov],[Vladimir_Legalov],,,,,,
personal-agent,5555,tcp,Personal Agent,[Jackie_Wu],[Jackie_Wu],,,,,Known UNAUTHORIZED USEs on port 5555,
freeciv,5556,tcp,Freeciv gameplay,[Reinier_Post_and_Pau],[Reinier_Post_and_Pau],2006-01,,,,Known Unauthorized Use on port 5556,
farenet,5557,tcp,Sandlab FARENET,[Kay_T_Labinsky],[Kay_T_Labinsky],2010-05-03,,,,,
,5558-5564,,Unassigned,,,,,,,,
dp-bura,5565,tcp,Data Protector BURA,[Micro_Focus],[Shishir_Misra],2016-01-13,2019-10-04,,,,
westec-connect,5566,tcp,Westec Connect,[Jon_Bolen],[Jon_Bolen],2009-03-18,,,,,
dof-dps-mc-sec,5567,tcp,DOF Protocol Stack Multicast/Secure Transport,[OpenDOF],[Bryant_Eastham],2004-11,2015-04-23,,,,
sdt,5568,tcp,Session Data Transport Multicast,[Daniel_W_Antonuk],[Daniel_W_Antonuk],2006-05,,,,,
rdmnet-ctrl,5569,tcp,"PLASA E1.33, Remote Device Management (RDM) controller status notifications",[PLASA],[Simon_Newton],2012-06-01,,,,,
,5570-5572,,Unassigned,,,,,,,Known UNAUTHORIZED USE on Port 5570,
sdmmp,5573,tcp,SAS Domain Management Messaging Protocol,[Ron_Zuckerman],[Ron_Zuckerman],2007-08-30,,,,,
lsi-bobcat,5574,tcp,SAS IO Forwarding,[Mandar_Joshi],[Mandar_Joshi],2009-02-09,,,,,
ora-oap,5575,tcp,Oracle Access Protocol,[Peter_Povinec],[Peter_Povinec],2010-04-13,,,,,
,5576-5578,,Unassigned,,,,,,,,
fdtracks,5579,tcp,FleetDisplay Tracking Service,[Henrik_Woffinden],[Henrik_Woffinden],2008-09-22,,,,,
tmosms0,5580,tcp,T-Mobile SMS Protocol Message 0,[Ezinne_Oji],[Ezinne_Oji],2006-06,,,,,
tmosms1,5581,tcp,T-Mobile SMS Protocol Message 1,[Ezinne_Oji],[Ezinne_Oji],2006-06,,,,,
fac-restore,5582,tcp,T-Mobile SMS Protocol Message 3,[Jessica_Yan],[Jessica_Yan],2008-02-19,,,,,
tmo-icon-sync,5583,tcp,T-Mobile SMS Protocol Message 2,[Donghwan_Lim],[Donghwan_Lim],2008-01-22,,,,,
bis-web,5584,tcp,BeInSync-Web,[Adi_Ruppin],[Adi_Ruppin],2005-08,,,,,
bis-sync,5585,tcp,BeInSync-sync,[Adi_Ruppin],[Adi_Ruppin],2005-08,,,,,
att-mt-sms,5586,tcp,Planning to send mobile terminated SMS to the specific port so that the SMS is not visible to the client,[ATT],[Dhillesh_Sigilipelli],2014-08-21,,,,,
,5587-5596,,Unassigned,,,,,,,,
ininmessaging,5597,tcp,inin secure messaging,[Mike_Gagle_2],[Mike_Gagle_2],2006-05,,,,,
mctfeed,5598,tcp,MCT Market Data Feed,[Stephane_Touizer],[Stephane_Touizer],2006-05,,,,,
esinstall,5599,tcp,Enterprise Security Remote Install,[Kimberly_Gibbs],[Kimberly_Gibbs],,,,,,
esmmanager,5600,tcp,Enterprise Security Manager,[Kimberly_Gibbs],[Kimberly_Gibbs],,,,,,
esmagent,5601,tcp,Enterprise Security Agent,[Kimberly_Gibbs],[Kimberly_Gibbs],,,,,,
a1-msc,5602,tcp,A1-MSC,[Mike_Dolan],[Mike_Dolan],,,,,,
a1-bs,5603,tcp,A1-BS,[Mike_Dolan],[Mike_Dolan],,,,,,
a3-sdunode,5604,tcp,A3-SDUNode,[Mike_Dolan],[Mike_Dolan],,,,,,
a4-sdunode,5605,tcp,A4-SDUNode,[Mike_Dolan],[Mike_Dolan],,,,,,
,5606-5617,,Unassigned,,,,,,,,
efr,5618,tcp,Fiscal Registering Protocol,[efsta_IT_Services_GmbH],[Ernst_Bewersdorff],2013-08-13,2022-02-02,,,,
,5619-5626,,Unassigned,,,,,,,,
ninaf,5627,tcp,Node Initiated Network Association Forma,[Thomas_Scholl],[Thomas_Scholl],2006-03,,,,,
htrust,5628,tcp,HTrust API,[Karl_Olafsson],[Karl_Olafsson],2008-10-24,,,,,
symantec-sfdb,5629,tcp,Symantec Storage Foundation for Database,[Quang_Thoi],[Quang_Thoi],2006-11,,,,,
precise-comm,5630,tcp,PreciseCommunication,[Alon_Tamir],[Alon_Tamir],2006-04,,,,,
pcanywheredata,5631,tcp,pcANYWHEREdata,[Jon_Rosarky],[Jon_Rosarky],,,,,,
pcanywherestat,5632,tcp,pcANYWHEREstat,[Jon_Rosarky],[Jon_Rosarky],,,,,,
beorl,5633,tcp,BE Operations Request Listener,[Chirag_Desai],[Chirag_Desai],2006-02,,,,,
xprtld,5634,tcp,SF Message Service,[VR_Satish],[VR_Satish],2007-08-16,,,,,
sfmsso,5635,tcp,SFM Authentication Subsystem,[De_Chih_Chien],[De_Chih_Chien],2008-09-15,,,,,
sfm-db-server,5636,tcp,SFMdb - SFM DB server,[De_Chih_Chien],[De_Chih_Chien],2008-10-06,,,,,
cssc,5637,tcp,Symantec CSSC,[Amol_P_Tambe],[Amol_P_Tambe],2011-02-02,,,,,
flcrs,5638,tcp,Symantec Fingerprint Lookup and Container Reference Service,[Symantec_Corp],[Neel_A_Bhatt],2012-01-03,,,,,
ics,5639,tcp,Symantec Integrity Checking Service,[Symantec_Corp2],[Danzhou_Liu],2012-05-07,,,,,
,5640-5645,,Unassigned,,,,,,,,
vfmobile,5646,tcp,Ventureforth Mobile,[Ventureforth_Inc],[Blakely_Snyder],2011-11-03,,,,,
,5647-5665,,Unassigned,,,,,,,,
nrpe,5666,tcp,Nagios Remote Plugin Executor,[Nagios_Enterprises_LLC],[Bryan_Heden],2017-09-06,,,,,
,5667-5669,,Unassigned,,,,,,,,
filemq,5670,tcp,ZeroMQ file publish-subscribe protocol,[Pieter_Hintjens2],[Pieter_Hintjens2],2012-11-01,2013-02-25,,,,
amqps,5671,tcp,amqp protocol over TLS/SSL,[Ted_Ross_2],[Ted_Ross_2],2008-03-26,,,,,
amqp,5672,tcp,AMQP,[Pieter_Hintjens],[Pieter_Hintjens],2006-01,,,,,
jms,5673,tcp,JACL Message Server,[Stuart_Allen],[Stuart_Allen],2002-02,,,,,
hyperscsi-port,5674,tcp,HyperSCSI Port,[Data_Storage_Institu],[Data_Storage_Institu],2002-02,,,,,
v5ua,5675,tcp,V5UA application port,,,,,[RFC3807],,,
raadmin,5676,tcp,RA Administration,[Sergei_Zjaikin],[Sergei_Zjaikin],2002-02,,,,,
questdb2-lnchr,5677,tcp,Quest Central DB2 Launchr,[Robert_M_Mackowiak],[Robert_M_Mackowiak],2002-02,,,,,
rrac,5678,tcp,Remote Replication Agent Connection,,,,,,,,
dccm,5679,tcp,Direct Cable Connect Manager,[Mark_Miller_2],[Mark_Miller_2],,,,,,
auriga-router,5680,tcp,Auriga Router Service,[Vincent_Gaudeul],[Vincent_Gaudeul],2006-02,,,,,
ncxcp,5681,tcp,Net-coneX Control Protocol,[Ryan_Werber],[Ryan_Werber],2006-06,,,,,
,5682,tcp,Reserved,,,,,,,,
coap,5683,tcp,Constrained Application Protocol (CoAP),[IESG],[IETF_Chair],2017-12-22,,[RFC8323],,,
coaps,5684,tcp,Constrained Application Protocol (CoAP),[IESG],[IETF_Chair],2017-12-22,,[RFC7301][RFC8323],,,
,5685-5686,,Unassigned,,,,,,,,
gog-multiplayer,5687,udp,GOG multiplayer game protocol,[GOG.com],[Michal_Gruchala],2014-07-31,2014-10-09,,,,
ggz,5688,tcp,GGZ Gaming Zone,[Josef_Spillner],[Josef_Spillner],2003-01,,,,,
qmvideo,5689,tcp,QM video network management protocol,[Jamie_Lokier],[Jamie_Lokier],2006-05,,,,,
,5690-5692,,Unassigned,,,,,,,,
rbsystem,5693,tcp,Robert Bosch Data Transfer,[Syntegon_Technology_GmbH],[Klaus_Warth],2011-08-01,2020-02-04,,,,
,5694-5695,,Unassigned,,,,,,,,
kmip,5696,tcp,Key Management Interoperability Protocol,[OASIS_KMIP_Technical_Committee],[Robin_Cover],2011-07-25,,,,,
,5697-5699,,Unassigned,,,,,,,,
supportassist,5700,tcp,Dell SupportAssist data center management,[Dell_Technologies],[Rohitdev_Kulshrestha],2016-07-05,,,,,
,5701-5704,,Unassigned,,,,,,,,
storageos,5705,tcp,StorageOS REST API,[StorageOS],[Simon_Croome],2017-03-03,,,,,
,5706-5712,,Unassigned,,,,,,,,
proshareaudio,5713,tcp,proshare conf audio,[gunner],[gunner],,,,,,
prosharevideo,5714,tcp,proshare conf video,[gunner],[gunner],,,,,,
prosharedata,5715,tcp,proshare conf data,[gunner],[gunner],,,,,,
prosharerequest,5716,tcp,proshare conf request,[gunner],[gunner],,,,,,
prosharenotify,5717,tcp,proshare conf notify,[gunner],[gunner],,,,,,
dpm,5718,tcp,DPM Communication Server,[Sundar_Srinivasan][Vinay_Badami],[Sundar_Srinivasan][Vinay_Badami],,,,,,
dpm-agent,5719,tcp,DPM Agent Coordinator,[Sundar_Srinivasan][Vinay_Badami],[Sundar_Srinivasan][Vinay_Badami],2006-05,,,,,
ms-licensing,5720,tcp,MS-Licensing,[Thomas_Lindeman],[Thomas_Lindeman],2002-11,,,,,
dtpt,5721,tcp,Desktop Passthru Service,[Dan_Leising],[Dan_Leising],2005-01,,,,,
msdfsr,5722,tcp,Microsoft DFS Replication Service,[Guhan_Suriyanarayana],[Guhan_Suriyanarayana],2006-03,,,,,
omhs,5723,tcp,Operations Manager - Health Service,[Gerardo_Dilillo],[Gerardo_Dilillo],2006-08,,,,,
omsdk,5724,tcp,Operations Manager - SDK Service,[Gerardo_Dilillo],[Gerardo_Dilillo],2006-08,,,,,
ms-ilm,5725,tcp,Microsoft Identity Lifecycle Manager,[Rob_Ward],[Rob_Ward],,,,,,
ms-ilm-sts,5726,tcp,Microsoft Lifecycle Manager Secure Token Service,[Rob_Ward],[Rob_Ward],,,,,,
asgenf,5727,tcp,ASG Event Notification Framework,[Arman_Bedonian],[Arman_Bedonian],2009-07-15,,,,,
io-dist-data,5728,tcp,Dist. I/O Comm. Service Data and Control,[Harish_Kuttan],[Harish_Kuttan],2010-03-22,,,,,
openmail,5729,tcp,Openmail User Agent Layer,[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
unieng,5730,tcp,Steltor's calendar access,[Bernard_Desruisseaux],[Bernard_Desruisseaux],,,,,,
,5731-5740,,Unassigned,,,,,,,,
ida-discover1,5741,tcp,IDA Discover Port 1,[MPITech_Support],[MPITech_Support],,,,,,
ida-discover2,5742,tcp,IDA Discover Port 2,[MPITech_Support],[MPITech_Support],,,,,,
watchdoc-pod,5743,tcp,Watchdoc NetPOD Protocol,[Christophe_Chevalier],[Christophe_Chevalier],2005-08,,,,,
watchdoc,5744,tcp,Watchdoc Server,[Christophe_Chevalier],[Christophe_Chevalier],2004-11,,,,,
fcopy-server,5745,tcp,fcopy-server,[Moshe_Leibovitch],[Moshe_Leibovitch],,,,,,
fcopys-server,5746,tcp,fcopys-server,[Moshe_Leibovitch],[Moshe_Leibovitch],,,,,,
tunatic,5747,tcp,Wildbits Tunatic,[Sylvain_Demongeot],[Sylvain_Demongeot],2005-08,,,,,
tunalyzer,5748,tcp,Wildbits Tunalyzer,[Sylvain_Demongeot],[Sylvain_Demongeot],2005-08,,,,,
,5749,,Unassigned,,,,,,,,
rscd,5750,tcp,Bladelogic Agent Service,[Brian_Trevor],[Brian_Trevor],2008-10-24,,,,,
,5751-5754,,Unassigned,,,,,,,,
openmailg,5755,tcp,OpenMail Desk Gateway server,[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
,5756,,Unassigned,,,,,,,,
x500ms,5757,tcp,OpenMail X.500 Directory Server,[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
,5758-5765,,Unassigned,,,,,,,,
openmailns,5766,tcp,OpenMail NewMail Server,[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
s-openmail,5767,tcp,OpenMail Suer Agent Layer (Secure),[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
openmailpxy,5768,tcp,OpenMail CMTS Server,[OpenMail_Encyclopedi][Don_Loughry],[OpenMail_Encyclopedi][Don_Loughry],,,,,,
spramsca,5769,tcp,x509solutions Internal CA,[Brendan_Fay],[Brendan_Fay],2006-02,,,,,
spramsd,5770,tcp,x509solutions Secure Data,[Brendan_Fay],[Brendan_Fay],2006-02,,,,,
netagent,5771,tcp,NetAgent,[Bradley_Birnbaum],[Bradley_Birnbaum],,,,,,
,5772-5776,,Unassigned,,,,,,,,
starfield-io,5777,tcp,Control commands and responses,[Wayne_Morrow],[Wayne_Morrow],2003-10,2021-02-18,,,,
,5778-5779,,Unassigned,,,,,,,,
vts-rpc,5780,tcp,Visual Tag System RPC,[Graham_Bloice],[Graham_Bloice],2009-09-17,,,,,
3par-evts,5781,tcp,3PAR Event Reporting Service,[Sushil_Thomas],[Sushil_Thomas],2008-03-10,,,,,
3par-mgmt,5782,tcp,3PAR Management Service,[Don_Marselle],[Don_Marselle],2008-04-09,,,,,
3par-mgmt-ssl,5783,tcp,3PAR Management Service with SSL,[Don_Marselle],[Don_Marselle],2008-03-19,,,,,
,5784,tcp,Reserved,,,,,,,,
3par-rcopy,5785,tcp,3PAR Inform Remote Copy,[Don_Marselle],[Don_Marselle],2010-02-03,,,,,
,5786,tcp,Reserved,,,,,,,,
,5787,tcp,Reserved,,,,,,,,
,5788-5792,,Unassigned,,,,,,,,
xtreamx,5793,tcp,XtreamX Supervised Peer message,[Ahmad_Tajuddin_Samsu],[Ahmad_Tajuddin_Samsu],2007-02,,,,,
,5794,tcp,Reserved,,,,,,,,
,5795-5797,,Unassigned,,,,,,,,
enlabel-dpl,5798,tcp,Proprietary Website deployment service,[enLabel_Global_Services],[Clay_S_Didier],2021-10-12,,,,,
,5799-5812,,Unassigned,,,,,,,,
icmpd,5813,tcp,ICMPD,[Shane_O_Donnell],[Shane_O_Donnell],,,,,,
spt-automation,5814,tcp,Support Automation,[Joshua_Hawkins],[Joshua_Hawkins],2003-11,,,,,
,5815-5819,,Unassigned,,,,,,,,
autopassdaemon,5820,tcp,AutoPass licensing,[Micro_Focus_2],[AutoPass],2022-06-10,,,,,
,5821-5840,,Unassigned,,,,,,,,
shiprush-d-ch,5841,tcp,Z-firm ShipRush interface for web access and bidirectional data,[Z-Firm_LLC],[Rafael_Zimberoff],2014-08-22,,,,,
reversion,5842,tcp,Reversion Backup/Restore,[Pincoder_Diagnostics_Inc],[Craig_Nelson],2011-09-26,2022-10-12,,,,
,5843-5858,,Unassigned,,,,,,,,
wherehoo,5859,tcp,WHEREHOO,[Jim_Youll],[Jim_Youll],,,,,,
,5860-5862,,Unassigned,,,,,,,,
ppsuitemsg,5863,tcp,PlanetPress Suite Messeng,[Yannick_Fortin],[Yannick_Fortin],2006-02,,,,,
,5864-5867,,Unassigned,,,,,,,,
diameters,5868,tcp,Diameter over TLS/TCP,[IESG],[IETF_Chair],,,[RFC6733],,,
,5869-5882,,Unassigned,,,,,,,,
jute,5883,tcp,Javascript Unit Test Environment,[Mark_Ethan_Trostler],[Mark_Ethan_Trostler],2011-11-23,,,,,
,5884-5899,,Unassigned,,,,,,,,
rfb,5900,tcp,Remote Framebuffer,[Tristan_Richardson],[Tristan_Richardson],2006-03,,[RFC6143],,,
,5901-5902,,Unassigned,,,,,,,,
ff-ice,5903,tcp,Flight & Flow Info for Collaborative Env,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: FF-ICE
ag-swim,5904,tcp,Air-Ground SWIM,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: AG-SWIM
asmgcs,5905,tcp,Adv Surface Mvmnt and Guidance Cont Sys,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: ASMGCS
rpas-c2,5906,tcp,Remotely Piloted Vehicle C&C,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: RPAS-C2
dsd,5907,tcp,Distress and Safety Data App,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: DSD
ipsma,5908,tcp,IPS Management Application,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: IPSMA
agma,5909,tcp,Air-ground media advisory,[International_Civil_Aviation_Organisation],[Greg_Saccone],2022-06-03,,,,,Defined TXT keys: AGMA
ats-atn,5910,tcp,Air Traffic Services applications using ATN,[Eivan_Cerasi],[Greg_Saccone],2008-10-10,2022-08-08,,,,
ats-acars,5911,tcp,Air Traffic Services applications using ACARS,[Eivan_Cerasi],[Greg_Saccone],2008-10-10,2022-08-08,,,,
ais-met,5912,tcp,Aeronautical Information Service/Meteorological applications using ACARS,[Eivan_Cerasi],[Greg_Saccone],2008-10-10,2022-08-08,,,,
aoc-acars,5913,tcp,Airline operational communications applications using ACARS,[Eivan_Cerasi],[Greg_Saccone],2008-10-10,2022-08-08,,,,
,5914-5962,,Unassigned,,,,,,,,
indy,5963,tcp,Indy Application Server,[Bjorn_Lantz],[Bjorn_Lantz],2004-11,,,,,
,5964-5967,,Unassigned,,,,,,,,
mppolicy-v5,5968,tcp,mppolicy-v5,[Yutaka_Ono],[Yutaka_Ono],,,,,,
mppolicy-mgr,5969,tcp,mppolicy-mgr,[Yutaka_Ono],[Yutaka_Ono],,,,,,
,5970-5983,,Unassigned,,,,,,,,
couchdb,5984,tcp,CouchDB,[Noah_Slater],[Noah_Slater],2007-11-27,,,,,
wsman,5985,tcp,WBEM WS-Management HTTP,[Jim_Davis],[Jim_Davis],2006-11,,,,,
wsmans,5986,tcp,WBEM WS-Management HTTP over TLS/SSL,[Jim_Davis],[Jim_Davis],2006-11,,,,,
wbem-rmi,5987,tcp,WBEM RMI,[Jim_Davis],[Jim_Davis],,,,,,
wbem-http,5988,tcp,WBEM CIM-XML (HTTP),[Jim_Davis],[Jim_Davis],,,,,,
wbem-https,5989,tcp,WBEM CIM-XML (HTTPS),[Jim_Davis],[Jim_Davis],,,,,,
